timestamp,sensor_id,temperatura,vibracion,presion,ruido_db,es_anomalia,tipo_anomalia
2025-06-05 14:34:40,SENS-004,164.4,3.41,1532.7,89.7,0,normal
2025-06-05 15:34:40,SENS-003,191.9,3.17,1497.3,67.5,0,normal
2025-06-05 16:34:40,SENS-002,174.9,2.63,1583.1,80.2,0,normal
2025-06-05 17:34:40,SENS-003,244.0,11.1,2023.2,108.0,1,presion_anormal
2025-06-05 18:34:40,SENS-002,182.4,2.37,1516.0,93.1,0,normal
2025-06-05 19:34:40,SENS-004,196.0,3.03,1318.9,88.5,0,normal
2025-06-05 20:34:40,SENS-002,239.5,6.84,2101.1,110.2,1,falla_sensor
2025-06-05 21:34:40,SENS-002,177.7,1.69,1489.5,89.3,0,normal
2025-06-05 22:34:40,SENS-001,168.2,2.98,1452.1,83.5,0,normal
2025-06-05 23:34:40,SENS-002,187.2,1.71,1483.9,89.0,0,normal
2025-06-06 00:34:40,SENS-001,140.3,10.67,919.8,117.0,1,falla_sensor
2025-06-06 01:34:40,SENS-003,161.5,2.46,1414.3,85.0,0,normal
2025-06-06 02:34:40,SENS-001,246.7,11.49,1934.6,108.6,1,falla_sensor
2025-06-06 03:34:40,SENS-003,174.9,2.18,1516.2,88.5,0,normal
2025-06-06 04:34:40,SENS-002,187.9,2.96,1641.7,78.9,0,normal
2025-06-06 05:34:40,SENS-002,177.7,2.66,1568.7,87.3,0,normal
2025-06-06 06:34:40,SENS-004,221.4,9.08,1036.2,122.4,1,falla_sensor
2025-06-06 07:34:40,SENS-004,179.8,2.89,1547.8,80.1,0,normal
2025-06-06 08:34:40,SENS-004,107.5,7.48,1109.4,115.9,1,vibracion_excesiva
2025-06-06 09:34:40,SENS-001,219.8,11.51,825.3,120.3,1,falla_sensor
2025-06-06 10:34:40,SENS-002,189.8,1.93,1358.4,87.1,0,normal
2025-06-06 11:34:40,SENS-004,210.6,7.64,906.1,122.2,1,vibracion_excesiva
2025-06-06 12:34:40,SENS-001,179.3,3.19,1399.4,82.3,0,normal
2025-06-06 13:34:40,SENS-003,186.8,3.84,1409.1,80.9,0,normal
2025-06-06 14:34:40,SENS-003,167.5,2.32,1521.5,92.4,0,normal
2025-06-06 15:34:40,SENS-002,169.3,1.88,1706.1,89.0,0,normal
2025-06-06 16:34:40,SENS-002,171.7,2.08,1506.0,77.5,0,normal
2025-06-06 17:34:40,SENS-003,173.9,2.22,1569.0,75.6,0,normal
2025-06-06 18:34:40,SENS-003,187.9,2.06,1452.1,89.8,0,normal
2025-06-06 19:34:40,SENS-004,175.7,2.03,1560.3,80.7,0,normal
2025-06-06 20:34:40,SENS-003,221.6,5.49,1934.3,104.8,1,presion_anormal
2025-06-06 21:34:40,SENS-004,181.1,2.0,1368.9,89.5,0,normal
2025-06-06 22:34:40,SENS-003,172.3,3.06,1364.8,81.7,0,normal
2025-06-06 23:34:40,SENS-001,167.9,2.73,1571.3,88.0,0,normal
2025-06-07 00:34:40,SENS-002,182.7,1.86,1545.2,84.3,0,normal
2025-06-07 01:34:40,SENS-003,183.8,1.98,1576.6,83.4,0,normal
2025-06-07 02:34:40,SENS-003,180.9,2.0,1497.5,78.9,0,normal
2025-06-07 03:34:40,SENS-002,235.9,4.98,1939.1,114.7,1,vibracion_excesiva
2025-06-07 04:34:40,SENS-001,177.6,2.43,1548.8,84.5,0,normal
2025-06-07 05:34:40,SENS-003,169.4,2.39,1706.6,79.7,0,normal
2025-06-07 06:34:40,SENS-001,140.0,6.67,1999.6,115.6,1,presion_anormal
2025-06-07 07:34:40,SENS-003,189.7,2.28,1650.4,86.7,0,normal
2025-06-07 08:34:40,SENS-001,168.0,2.67,1504.2,90.6,0,normal
2025-06-07 09:34:40,SENS-001,183.2,2.24,1626.0,79.1,0,normal
2025-06-07 10:34:40,SENS-004,183.5,2.62,1561.5,86.2,0,normal
2025-06-07 11:34:40,SENS-002,190.4,2.0,1616.7,87.7,0,normal
2025-06-07 12:34:40,SENS-001,122.6,12.27,2030.5,106.6,1,falla_sensor
2025-06-07 13:34:40,SENS-003,180.3,2.19,1416.4,76.9,0,normal
2025-06-07 14:34:40,SENS-003,242.6,4.72,2122.1,113.3,1,sobrecalentamiento
2025-06-07 15:34:40,SENS-003,159.3,1.74,1452.8,89.5,0,normal
2025-06-07 16:34:40,SENS-004,184.8,2.89,1542.7,83.5,0,normal
2025-06-07 17:34:40,SENS-004,225.4,4.42,1122.8,112.0,1,vibracion_excesiva
2025-06-07 18:34:40,SENS-002,170.8,3.35,1384.5,85.9,0,normal
2025-06-07 19:34:40,SENS-001,162.0,2.3,1543.8,83.3,0,normal
2025-06-07 20:34:40,SENS-001,172.9,2.91,1421.0,81.7,0,normal
2025-06-07 21:34:40,SENS-001,176.6,2.67,1382.5,74.1,0,normal
2025-06-07 22:34:40,SENS-004,171.8,2.69,1567.3,77.1,0,normal
2025-06-07 23:34:40,SENS-003,171.3,2.43,1411.4,83.7,0,normal
2025-06-08 00:34:40,SENS-001,219.3,9.76,1946.1,109.2,1,presion_anormal
2025-06-08 01:34:40,SENS-002,178.8,1.93,1590.8,82.8,0,normal
2025-06-08 02:34:40,SENS-004,168.1,2.61,1477.1,82.6,0,normal
2025-06-08 03:34:40,SENS-002,184.2,3.26,1389.4,81.9,0,normal
2025-06-08 04:34:40,SENS-001,165.0,2.89,1609.7,78.1,0,normal
2025-06-08 05:34:40,SENS-003,172.2,2.39,1465.0,87.0,0,normal
2025-06-08 06:34:40,SENS-004,188.8,3.36,1438.4,78.7,0,normal
2025-06-08 07:34:40,SENS-001,189.9,2.76,1482.6,91.5,0,normal
2025-06-08 08:34:40,SENS-002,168.7,2.92,1548.6,85.9,0,normal
2025-06-08 09:34:40,SENS-003,222.5,5.55,964.6,113.3,1,sobrecalentamiento
2025-06-08 10:34:40,SENS-001,186.1,3.02,1317.7,89.1,0,normal
2025-06-08 11:34:40,SENS-003,164.9,2.31,1354.3,74.3,0,normal
2025-06-08 12:34:40,SENS-001,245.6,6.09,2010.4,116.0,1,vibracion_excesiva
2025-06-08 13:34:40,SENS-004,220.6,9.31,941.4,117.0,1,falla_sensor
2025-06-08 14:34:40,SENS-001,177.1,2.01,1523.4,76.6,0,normal
2025-06-08 15:34:40,SENS-002,185.1,2.52,1477.4,87.4,0,normal
2025-06-08 16:34:40,SENS-002,198.2,1.7,1495.3,81.3,0,normal
2025-06-08 17:34:40,SENS-002,171.8,3.25,1428.8,95.2,0,normal
2025-06-08 18:34:40,SENS-004,191.7,3.01,1470.8,88.0,0,normal
2025-06-08 19:34:40,SENS-003,167.6,2.86,1520.0,76.4,0,normal
2025-06-08 20:34:40,SENS-004,129.1,7.06,1028.1,118.8,1,sobrecalentamiento
2025-06-08 21:34:40,SENS-004,180.6,2.63,1465.6,92.7,0,normal
2025-06-08 22:34:40,SENS-003,181.1,2.51,1589.2,89.2,0,normal
2025-06-08 23:34:40,SENS-003,183.1,1.93,1548.2,85.4,0,normal
2025-06-09 00:34:40,SENS-001,184.0,2.55,1571.3,87.0,0,normal
2025-06-09 01:34:40,SENS-001,162.5,2.21,1487.2,83.1,0,normal
2025-06-09 02:34:40,SENS-004,185.1,2.18,1573.9,85.6,0,normal
2025-06-09 03:34:40,SENS-004,192.7,2.41,1683.4,80.4,0,normal
2025-06-09 04:34:40,SENS-002,194.7,1.75,1584.2,83.5,0,normal
2025-06-09 05:34:40,SENS-001,234.6,7.33,2000.4,107.8,1,presion_anormal
2025-06-09 06:34:40,SENS-001,182.5,3.27,1466.8,88.1,0,normal
2025-06-09 07:34:40,SENS-004,175.2,2.89,1274.3,89.8,0,normal
2025-06-09 08:34:40,SENS-003,145.2,9.48,1874.0,110.1,1,vibracion_excesiva
2025-06-09 09:34:40,SENS-004,188.7,2.53,1366.0,82.4,0,normal
2025-06-09 10:34:40,SENS-004,165.3,1.86,1360.3,82.7,0,normal
2025-06-09 11:34:40,SENS-001,149.2,9.67,1083.4,107.7,1,vibracion_excesiva
2025-06-09 12:34:40,SENS-001,229.5,7.67,1181.3,128.2,1,presion_anormal
2025-06-09 13:34:40,SENS-004,180.4,2.84,1473.4,84.3,0,normal
2025-06-09 14:34:40,SENS-002,181.1,2.23,1550.4,78.6,0,normal
2025-06-09 15:34:40,SENS-001,164.2,1.75,1547.1,88.6,0,normal
2025-06-09 16:34:40,SENS-001,186.8,2.17,1362.7,88.6,0,normal
2025-06-09 17:34:40,SENS-003,191.8,2.11,1468.8,90.3,0,normal
2025-06-09 18:34:40,SENS-002,174.8,2.19,1594.0,79.7,0,normal
2025-06-09 19:34:40,SENS-003,189.8,2.87,1408.4,84.2,0,normal
2025-06-09 20:34:40,SENS-004,182.8,2.28,1529.6,91.5,0,normal
2025-06-09 21:34:40,SENS-001,164.4,2.49,1429.4,86.1,0,normal
2025-06-09 22:34:40,SENS-001,171.3,2.96,1647.3,84.2,0,normal
2025-06-09 23:34:40,SENS-002,178.0,2.57,1496.4,77.5,0,normal
2025-06-10 00:34:40,SENS-004,194.0,3.34,1479.7,83.0,0,normal
2025-06-10 01:34:40,SENS-001,127.4,10.4,2045.3,117.3,1,sobrecalentamiento
2025-06-10 02:34:40,SENS-004,176.5,2.55,1709.5,79.8,0,normal
2025-06-10 03:34:40,SENS-001,143.4,9.58,1040.5,114.8,1,falla_sensor
2025-06-10 04:34:40,SENS-001,178.8,3.27,1529.7,82.4,0,normal
2025-06-10 05:34:40,SENS-004,193.3,1.37,1450.2,86.5,0,normal
2025-06-10 06:34:40,SENS-004,130.3,8.15,920.7,115.7,1,vibracion_excesiva
2025-06-10 07:34:40,SENS-003,128.9,10.39,1987.2,108.7,1,presion_anormal
2025-06-10 08:34:40,SENS-003,185.5,2.89,1725.7,92.3,0,normal
2025-06-10 09:34:40,SENS-001,171.9,1.41,1476.6,80.3,0,normal
2025-06-10 10:34:40,SENS-003,195.1,1.53,1606.4,81.3,0,normal
2025-06-10 11:34:40,SENS-002,175.7,2.4,1673.6,78.0,0,normal
2025-06-10 12:34:40,SENS-001,195.9,2.84,1446.2,82.9,0,normal
2025-06-10 13:34:40,SENS-001,186.8,3.22,1570.3,95.2,0,normal
2025-06-10 14:34:40,SENS-004,178.4,3.13,1509.8,93.4,0,normal
2025-06-10 15:34:40,SENS-001,183.4,2.56,1570.0,81.1,0,normal
2025-06-10 16:34:40,SENS-002,229.3,4.73,2068.6,122.9,1,presion_anormal
2025-06-10 17:34:40,SENS-004,179.2,3.07,1627.8,84.1,0,normal
2025-06-10 18:34:40,SENS-001,144.8,8.47,990.2,117.1,1,falla_sensor
2025-06-10 19:34:40,SENS-001,186.5,2.51,1553.3,91.0,0,normal
2025-06-10 20:34:40,SENS-004,154.0,2.74,1533.4,88.3,0,normal
2025-06-10 21:34:40,SENS-002,200.3,2.69,1371.7,88.2,0,normal
2025-06-10 22:34:40,SENS-003,176.8,2.16,1638.9,85.9,0,normal
2025-06-10 23:34:40,SENS-003,176.2,2.59,1520.4,82.3,0,normal
2025-06-11 00:34:40,SENS-004,172.8,2.6,1403.9,82.7,0,normal
2025-06-11 01:34:40,SENS-003,234.9,12.2,2080.0,104.1,1,vibracion_excesiva
2025-06-11 02:34:40,SENS-001,192.4,2.55,1423.7,81.6,0,normal
2025-06-11 03:34:40,SENS-002,178.1,2.18,1490.2,87.7,0,normal
2025-06-11 04:34:40,SENS-001,180.5,3.19,1415.3,87.6,0,normal
2025-06-11 05:34:40,SENS-002,173.1,1.57,1471.9,85.2,0,normal
2025-06-11 06:34:40,SENS-002,252.6,6.23,1908.6,118.4,1,presion_anormal
2025-06-11 07:34:40,SENS-001,195.4,2.95,1422.0,81.8,0,normal
2025-06-11 08:34:40,SENS-004,190.4,2.78,1555.6,94.6,0,normal
2025-06-11 09:34:40,SENS-003,180.1,1.28,1371.3,83.1,0,normal
2025-06-11 10:34:40,SENS-003,177.2,3.59,1423.2,91.9,0,normal
2025-06-11 11:34:40,SENS-004,175.2,2.2,1718.5,85.4,0,normal
2025-06-11 12:34:40,SENS-002,182.6,2.01,1343.2,85.6,0,normal
2025-06-11 13:34:40,SENS-002,175.7,2.5,1586.7,80.2,0,normal
2025-06-11 14:34:40,SENS-002,238.5,11.56,981.3,117.2,1,sobrecalentamiento
2025-06-11 15:34:40,SENS-001,227.6,11.7,1085.8,125.6,1,falla_sensor
2025-06-11 16:34:40,SENS-003,171.8,2.94,1445.7,82.6,0,normal
2025-06-11 17:34:40,SENS-002,181.7,2.89,1528.9,94.0,0,normal
2025-06-11 18:34:40,SENS-004,175.2,3.98,1385.3,86.0,0,normal
2025-06-11 19:34:40,SENS-003,191.2,2.36,1565.0,83.7,0,normal
2025-06-11 20:34:40,SENS-003,197.4,2.48,1536.9,83.7,0,normal
2025-06-11 21:34:40,SENS-002,142.7,8.82,1930.1,126.7,1,presion_anormal
2025-06-11 22:34:40,SENS-002,201.9,3.55,1562.9,85.8,0,normal
2025-06-11 23:34:40,SENS-002,174.6,3.13,1503.1,84.7,0,normal
2025-06-12 00:34:40,SENS-001,133.7,7.58,1926.8,111.0,1,sobrecalentamiento
2025-06-12 01:34:40,SENS-004,222.0,7.4,1936.3,108.0,1,falla_sensor
2025-06-12 02:34:40,SENS-001,106.4,5.86,1929.0,113.8,1,sobrecalentamiento
2025-06-12 03:34:40,SENS-004,178.0,2.77,1639.9,89.4,0,normal
2025-06-12 04:34:40,SENS-004,187.3,2.44,1470.1,89.0,0,normal
2025-06-12 05:34:40,SENS-004,229.3,7.27,2054.0,123.2,1,presion_anormal
2025-06-12 06:34:40,SENS-002,177.9,2.93,1520.1,84.0,0,normal
2025-06-12 07:34:40,SENS-004,173.7,2.39,1459.2,82.1,0,normal
2025-06-12 08:34:40,SENS-002,231.2,7.67,892.1,119.2,1,falla_sensor
2025-06-12 09:34:40,SENS-004,177.2,2.47,1624.6,80.0,0,normal
2025-06-12 10:34:40,SENS-004,179.6,3.07,1582.4,82.0,0,normal
2025-06-12 11:34:40,SENS-002,187.8,2.76,1533.8,86.9,0,normal
2025-06-12 12:34:40,SENS-002,198.9,2.07,1456.2,74.7,0,normal
2025-06-12 13:34:40,SENS-004,244.3,8.2,2011.4,113.4,1,sobrecalentamiento
2025-06-12 14:34:40,SENS-002,182.5,2.5,1510.1,88.4,0,normal
2025-06-12 15:34:40,SENS-003,237.7,5.83,2093.9,114.1,1,falla_sensor
2025-06-12 16:34:40,SENS-002,185.4,2.91,1550.1,89.7,0,normal
2025-06-12 17:34:40,SENS-002,165.9,2.68,1381.9,81.8,0,normal
2025-06-12 18:34:40,SENS-002,185.6,2.47,1466.0,93.7,0,normal
2025-06-12 19:34:40,SENS-003,131.2,8.51,1094.7,115.0,1,presion_anormal
2025-06-12 20:34:40,SENS-001,182.9,3.08,1422.3,87.1,0,normal
2025-06-12 21:34:40,SENS-004,176.4,2.41,1498.9,90.1,0,normal
2025-06-12 22:34:40,SENS-001,176.5,2.48,1500.2,87.9,0,normal
2025-06-12 23:34:40,SENS-001,188.0,2.79,1679.8,93.1,0,normal
2025-06-13 00:34:40,SENS-003,182.5,3.33,1352.4,87.0,0,normal
2025-06-13 01:34:40,SENS-002,184.9,3.28,1638.8,87.7,0,normal
2025-06-13 02:34:40,SENS-003,181.8,2.54,1430.2,88.3,0,normal
2025-06-13 03:34:40,SENS-002,184.0,2.43,1450.2,85.1,0,normal
2025-06-13 04:34:40,SENS-002,194.6,2.85,1563.7,84.7,0,normal
2025-06-13 05:34:40,SENS-002,236.4,11.82,2107.5,126.4,1,vibracion_excesiva
2025-06-13 06:34:40,SENS-002,192.0,1.97,1646.7,91.0,0,normal
2025-06-13 07:34:40,SENS-003,188.7,3.23,1645.2,91.0,0,normal
2025-06-13 08:34:40,SENS-002,216.1,12.04,2117.3,112.6,1,vibracion_excesiva
2025-06-13 09:34:40,SENS-001,167.6,2.86,1557.6,81.2,0,normal
2025-06-13 10:34:40,SENS-003,198.5,3.25,1517.8,92.4,0,normal
2025-06-13 11:34:40,SENS-001,185.2,2.91,1592.0,79.6,0,normal
2025-06-13 12:34:40,SENS-004,167.1,2.14,1612.8,83.8,0,normal
2025-06-13 13:34:40,SENS-002,184.9,3.19,1442.4,88.8,0,normal
2025-06-13 14:34:40,SENS-003,191.7,2.06,1602.2,85.1,0,normal
2025-06-13 15:34:40,SENS-004,169.4,1.86,1458.7,84.8,0,normal
2025-06-13 16:34:40,SENS-003,175.6,2.7,1536.7,83.9,0,normal
2025-06-13 17:34:40,SENS-004,101.7,7.11,1126.5,120.3,1,presion_anormal
2025-06-13 18:34:40,SENS-001,167.1,3.14,1742.1,83.8,0,normal
2025-06-13 19:34:40,SENS-004,218.0,6.69,1206.5,119.6,1,presion_anormal
2025-06-13 20:34:40,SENS-002,174.6,2.14,1443.0,77.0,0,normal
2025-06-13 21:34:40,SENS-003,182.3,1.44,1551.5,83.7,0,normal
2025-06-13 22:34:40,SENS-001,139.4,10.72,1048.8,110.7,1,vibracion_excesiva
2025-06-13 23:34:40,SENS-004,172.5,1.14,1432.7,83.5,0,normal
2025-06-14 00:34:40,SENS-001,183.7,3.69,1459.2,76.4,0,normal
2025-06-14 01:34:40,SENS-003,238.0,7.54,974.3,110.0,1,falla_sensor
2025-06-14 02:34:40,SENS-001,243.2,8.57,977.6,121.3,1,falla_sensor
2025-06-14 03:34:40,SENS-002,173.0,3.18,1500.6,82.7,0,normal
2025-06-14 04:34:40,SENS-003,198.3,2.73,1435.8,87.2,0,normal
2025-06-14 05:34:40,SENS-004,124.0,9.34,1123.5,115.5,1,presion_anormal
2025-06-14 06:34:40,SENS-001,177.8,2.17,1580.8,80.0,0,normal
2025-06-14 07:34:40,SENS-001,225.1,6.88,843.9,107.2,1,sobrecalentamiento
2025-06-14 08:34:40,SENS-001,162.0,2.19,1451.0,85.8,0,normal
2025-06-14 09:34:40,SENS-004,183.2,2.76,1550.7,90.4,0,normal
2025-06-14 10:34:40,SENS-004,226.2,9.78,1845.3,106.2,1,falla_sensor
2025-06-14 11:34:40,SENS-003,165.8,2.24,1514.0,87.0,0,normal
2025-06-14 12:34:40,SENS-001,174.6,2.73,1431.1,86.1,0,normal
2025-06-14 13:34:40,SENS-004,190.5,1.01,1452.1,87.4,0,normal
2025-06-14 14:34:40,SENS-004,130.3,8.93,1109.6,125.1,1,falla_sensor
2025-06-14 15:34:40,SENS-004,157.2,2.82,1687.9,88.7,0,normal
2025-06-14 16:34:40,SENS-004,169.1,3.19,1213.5,79.2,0,normal
2025-06-14 17:34:40,SENS-003,176.7,2.81,1534.1,82.8,0,normal
2025-06-14 18:34:40,SENS-002,185.8,1.92,1493.1,92.6,0,normal
2025-06-14 19:34:40,SENS-003,176.2,2.84,1301.3,90.1,0,normal
2025-06-14 20:34:40,SENS-004,173.0,2.39,1294.9,93.5,0,normal
2025-06-14 21:34:40,SENS-001,197.3,2.82,1614.5,87.3,0,normal
2025-06-14 22:34:40,SENS-001,169.6,3.2,1443.0,85.2,0,normal
2025-06-14 23:34:40,SENS-002,190.7,1.09,1453.2,77.0,0,normal
2025-06-15 00:34:40,SENS-002,132.0,10.74,868.1,115.3,1,falla_sensor
2025-06-15 01:34:40,SENS-002,224.1,4.37,996.1,117.2,1,vibracion_excesiva
2025-06-15 02:34:40,SENS-001,177.6,2.78,1561.3,88.9,0,normal
2025-06-15 03:34:40,SENS-001,171.2,2.3,1410.6,85.2,0,normal
2025-06-15 04:34:40,SENS-001,225.6,11.0,1046.4,101.7,1,vibracion_excesiva
2025-06-15 05:34:40,SENS-004,198.3,1.61,1389.6,87.2,0,normal
2025-06-15 06:34:40,SENS-001,166.7,2.07,1628.2,82.6,0,normal
2025-06-15 07:34:40,SENS-003,195.6,1.88,1589.1,85.6,0,normal
2025-06-15 08:34:40,SENS-004,160.8,4.12,1483.3,83.1,0,normal
2025-06-15 09:34:40,SENS-001,239.0,9.48,906.7,121.0,1,falla_sensor
2025-06-15 10:34:40,SENS-002,179.0,2.79,1419.1,82.6,0,normal
2025-06-15 11:34:40,SENS-004,202.4,2.64,1523.7,91.8,0,normal
2025-06-15 12:34:40,SENS-002,203.8,2.69,1501.1,92.8,0,normal
2025-06-15 13:34:40,SENS-004,178.2,1.9,1573.9,84.4,0,normal
2025-06-15 14:34:40,SENS-004,184.5,2.04,1515.3,85.2,0,normal
2025-06-15 15:34:40,SENS-004,178.7,2.56,1459.5,87.4,0,normal
2025-06-15 16:34:40,SENS-002,230.0,7.63,1004.2,99.1,1,falla_sensor
2025-06-15 17:34:40,SENS-004,164.1,2.81,1515.7,87.1,0,normal
2025-06-15 18:34:40,SENS-001,161.9,3.39,1573.9,79.4,0,normal
2025-06-15 19:34:40,SENS-004,171.1,1.99,1416.1,83.1,0,normal
2025-06-15 20:34:40,SENS-002,182.0,2.51,1357.4,91.0,0,normal
2025-06-15 21:34:40,SENS-004,184.8,2.31,1502.9,90.4,0,normal
2025-06-15 22:34:40,SENS-003,185.3,1.62,1516.5,96.1,0,normal
2025-06-15 23:34:40,SENS-004,128.9,5.34,1854.6,123.0,1,vibracion_excesiva
2025-06-16 00:34:40,SENS-001,172.7,3.14,1567.2,88.4,0,normal
2025-06-16 01:34:40,SENS-004,234.7,8.09,1155.5,119.8,1,vibracion_excesiva
2025-06-16 02:34:40,SENS-002,164.5,1.96,1531.0,84.7,0,normal
2025-06-16 03:34:40,SENS-004,135.8,9.02,2002.3,118.4,1,sobrecalentamiento
2025-06-16 04:34:40,SENS-004,181.2,2.82,1512.5,87.9,0,normal
2025-06-16 05:34:40,SENS-002,179.3,2.33,1485.1,80.6,0,normal
2025-06-16 06:34:40,SENS-004,118.2,10.96,1794.1,121.7,1,sobrecalentamiento
2025-06-16 07:34:40,SENS-002,179.8,2.41,1397.9,76.2,0,normal
2025-06-16 08:34:40,SENS-002,175.0,2.49,1379.6,82.2,0,normal
2025-06-16 09:34:40,SENS-004,230.8,8.51,915.6,108.7,1,falla_sensor
2025-06-16 10:34:40,SENS-001,185.2,2.6,1582.7,75.8,0,normal
2025-06-16 11:34:40,SENS-003,243.6,4.98,1935.1,114.9,1,sobrecalentamiento
2025-06-16 12:34:40,SENS-003,178.3,2.24,1386.5,76.7,0,normal
2025-06-16 13:34:40,SENS-004,172.5,2.9,1486.2,82.1,0,normal
2025-06-16 14:34:40,SENS-003,180.0,2.45,1670.0,82.7,0,normal
2025-06-16 15:34:40,SENS-004,197.8,2.53,1560.5,82.8,0,normal
2025-06-16 16:34:40,SENS-003,188.5,1.88,1415.4,82.4,0,normal
2025-06-16 17:34:40,SENS-004,169.6,2.45,1372.8,93.2,0,normal
2025-06-16 18:34:40,SENS-004,174.3,3.05,1434.0,82.6,0,normal
2025-06-16 19:34:40,SENS-004,192.4,2.48,1424.2,84.1,0,normal
2025-06-16 20:34:40,SENS-003,187.0,2.67,1610.9,83.8,0,normal
2025-06-16 21:34:40,SENS-003,184.6,2.04,1383.6,98.1,0,normal
2025-06-16 22:34:40,SENS-002,244.3,10.67,1976.3,120.9,1,vibracion_excesiva
2025-06-16 23:34:40,SENS-002,129.6,11.1,2034.8,121.3,1,falla_sensor
2025-06-17 00:34:40,SENS-002,172.6,2.37,1514.2,84.6,0,normal
2025-06-17 01:34:40,SENS-003,218.7,7.69,2221.4,99.3,1,vibracion_excesiva
2025-06-17 02:34:40,SENS-004,189.7,2.14,1415.8,82.9,0,normal
2025-06-17 03:34:40,SENS-001,121.4,12.34,1130.2,114.4,1,falla_sensor
2025-06-17 04:34:40,SENS-003,174.3,2.25,1561.0,76.0,0,normal
2025-06-17 05:34:40,SENS-004,235.7,8.36,1983.7,107.6,1,presion_anormal
2025-06-17 06:34:40,SENS-003,194.5,2.13,1303.7,80.3,0,normal
2025-06-17 07:34:40,SENS-002,178.8,3.24,1595.0,82.7,0,normal
2025-06-17 08:34:40,SENS-001,175.3,3.17,1479.1,86.7,0,normal
2025-06-17 09:34:40,SENS-003,206.4,2.1,1560.7,89.6,0,normal
2025-06-17 10:34:40,SENS-003,156.5,1.55,1679.6,82.3,0,normal
2025-06-17 11:34:40,SENS-001,177.4,1.31,1426.0,82.0,0,normal
2025-06-17 12:34:40,SENS-002,166.0,2.3,1497.1,90.8,0,normal
2025-06-17 13:34:40,SENS-003,178.4,2.29,1687.1,78.0,0,normal
2025-06-17 14:34:40,SENS-004,177.6,2.14,1400.7,86.0,0,normal
2025-06-17 15:34:40,SENS-003,171.7,2.07,1478.6,85.8,0,normal
2025-06-17 16:34:40,SENS-002,184.9,2.78,1600.3,87.7,0,normal
2025-06-17 17:34:40,SENS-002,230.7,6.31,1927.7,109.0,1,presion_anormal
2025-06-17 18:34:40,SENS-001,131.2,11.26,2088.8,110.4,1,vibracion_excesiva
2025-06-17 19:34:40,SENS-002,174.1,3.15,1586.0,80.9,0,normal
2025-06-17 20:34:40,SENS-001,135.1,9.06,2107.2,109.2,1,falla_sensor
